layer,unit,description,similarity
avgpool,824,bedrooms,0.48727417
avgpool,825,mating,0.29412842
avgpool,826,stair,0.2529297
avgpool,827,shops,0.3008728
avgpool,828,hair,0.34283447
avgpool,829,darkness,0.15301514
avgpool,830,waterfall,0.3843994
avgpool,831,crater,0.26565552
avgpool,832,sailing,0.26272583
avgpool,833,showroom,0.19970703
avgpool,834,chefs,0.24060059
avgpool,835,hostels,0.31002808
avgpool,836,organ,0.43530273
avgpool,837,campgrounds,0.24282837
avgpool,838,racing,0.1828003
avgpool,839,roundtable,0.51135254
avgpool,840,wildlife,0.25350952
avgpool,841,cathedral,0.3098755
avgpool,842,bedrooms,0.5406189
avgpool,843,volleyball,0.2611084
avgpool,844,exterior,0.29086304
avgpool,845,biking,0.22348022
avgpool,846,attic,0.3083496
avgpool,847,performing,0.29891968
avgpool,848,decorations,0.22103882
avgpool,849,collier,0.74087524
avgpool,850,pavement,0.32870483
avgpool,851,lobby,0.48806763
avgpool,852,hiking,0.20550537
avgpool,853,sediments,0.3222351
avgpool,854,harbour,0.49996948
avgpool,855,stones,0.19665527
avgpool,856,columns,0.31750488
avgpool,857,decoder,0.1453247
avgpool,858,courthouse,0.20040894
avgpool,859,bookshelf,0.21102905
avgpool,860,aquarium,0.54455566
avgpool,861,malls,0.32800293
avgpool,862,midway,0.15777588
avgpool,863,buses,0.42596436
avgpool,864,offshore,0.27416992
avgpool,865,altar,0.4581604
avgpool,866,classroom,0.29953003
avgpool,867,gymnastics,0.23483276
avgpool,868,trains,0.18145752
avgpool,869,mating,0.31878662
avgpool,870,buildings,0.30255127
avgpool,871,collier,0.2955017
avgpool,872,rafting,0.21478271
avgpool,873,bookshop,0.44384766
avgpool,874,fruits,0.5505371
avgpool,875,bookshelf,0.22116089
avgpool,876,townhouse,0.44552612
avgpool,877,flooring,0.203125
avgpool,878,horses,0.3317871
avgpool,879,townhouse,0.39404297
avgpool,880,gatherings,0.24874878
avgpool,881,door,0.09820557
avgpool,882,curtain,0.4350891
avgpool,883,stripe,0.3385315
avgpool,884,yellowstone,0.43618774
avgpool,885,motorcycle,0.4520874
avgpool,886,morocco,0.15847778
avgpool,887,airborne,0.2513733
avgpool,888,bookshop,0.44177246
avgpool,889,equipment,0.2084961
avgpool,890,buildings,0.40618896
avgpool,891,musician,0.3458557
avgpool,892,dam,0.17453003
avgpool,893,pizza,0.31756592
avgpool,894,stadium,0.20855713
avgpool,895,infants,0.1340332
avgpool,896,cockpit,0.43640137
avgpool,897,furnished,0.18139648
avgpool,898,fruit,0.3117981
avgpool,899,sauna,0.42703247
avgpool,900,maize,0.2451477
avgpool,901,harbour,0.33615112
avgpool,902,lcd,0.24633789
avgpool,903,dorm,0.21255493
avgpool,904,valley,0.31573486
avgpool,905,aquarium,0.3248291
avgpool,906,juvenile,0.20352173
avgpool,907,sidewalk,0.171875
avgpool,908,mosque,0.42703247
avgpool,909,pilots,0.12628174
avgpool,910,smithsonian,0.16854858
avgpool,911,kitchen,0.3274536
avgpool,912,horseback,0.18218994
avgpool,913,vendor,0.110321045
avgpool,914,nursery,0.32769775
avgpool,915,headquarters,0.11911011
avgpool,916,exhibits,0.42544556
avgpool,917,ferries,0.25375366
avgpool,918,auditorium,0.28237915
avgpool,919,cabin,0.4237976
avgpool,920,courthouse,0.20129395
avgpool,921,spires,0.29437256
avgpool,922,rails,0.12307739
avgpool,923,radiator,0.12194824
avgpool,924,infants,0.24139404
avgpool,925,blinds,0.16848755
avgpool,926,cottages,0.3074646
avgpool,927,canal,0.3916626
avgpool,928,kitchens,0.7258301
avgpool,929,habit,0.25674438
avgpool,930,offshore,0.35720825
avgpool,931,stair,0.2467041
avgpool,932,buildings,0.29406738
avgpool,933,ruins,0.44384766
avgpool,934,tourists,0.17678833
avgpool,935,recipe,0.10824585
avgpool,936,rainforest,0.28570557
avgpool,937,frontgate,0.20883179
avgpool,938,parade,0.23132324
avgpool,939,skiing,0.19076538
avgpool,940,drainage,0.26055908
avgpool,941,courtroom,0.36273193
avgpool,942,closet,0.52908325
avgpool,943,textile,0.27963257
avgpool,944,shelves,0.19894409
avgpool,945,warehouse,0.34176636
avgpool,946,escherichia,0.2163086
avgpool,947,cities,0.20806885
avgpool,948,flooring,0.19216919
avgpool,949,basement,0.3420105
avgpool,950,dial,0.19033813
avgpool,951,keyboard,0.17926025
avgpool,952,street,0.2781372
avgpool,953,quilts,0.19647217
avgpool,954,trees,0.35430908
avgpool,955,juvenile,0.3526001
avgpool,956,kayaking,0.23950195
avgpool,957,svalbard,0.1906128
avgpool,958,baseball,0.5626221
avgpool,959,goblet,0.3052063
avgpool,960,trekking,0.33312988
avgpool,961,entrance,0.28634644
avgpool,962,stripes,0.41030884
avgpool,963,cottage,0.2460022
avgpool,964,courtyard,0.25653076
avgpool,965,orchestra,0.22671509
avgpool,966,lettering,0.18374634
avgpool,967,infant,0.35269165
avgpool,968,attic,0.34875488
avgpool,969,infant,0.33044434
avgpool,970,greenhouse,0.5736084
avgpool,971,bedrooms,0.54745483
avgpool,972,manufacturing,0.12097168
avgpool,973,female,0.32962036
avgpool,974,auditorium,0.43225098
avgpool,975,plant,0.23831177
avgpool,976,diaper,0.15490723
avgpool,977,billiards,0.37948608
avgpool,978,radar,0.1652832
avgpool,979,botswana,0.25442505
avgpool,980,laboratory,0.2937317
avgpool,981,aviation,0.4281311
avgpool,982,bridge,0.18136597
avgpool,983,rows,0.1864624
avgpool,984,bowling,0.366333
avgpool,985,park,0.23001099
avgpool,986,headquarters,0.35299683
avgpool,987,basketball,0.25784302
avgpool,988,juvenile,0.15548706
avgpool,989,alley,0.42401123
avgpool,990,crypt,0.36346436
avgpool,991,cookbooks,0.21255493
avgpool,992,performer,0.15863037
avgpool,993,textile,0.33868408
avgpool,994,bedrooms,0.5975647
avgpool,995,cheyenne,0.18389893
avgpool,996,cooking,0.24847412
avgpool,997,kitchens,0.37408447
avgpool,998,checker,0.39178467
avgpool,999,apron,0.236969
avgpool,1000,kayaking,0.2915039
avgpool,1001,classroom,0.6462097
avgpool,1002,bedrooms,0.6175232
avgpool,1003,gourmet,0.26089478
avgpool,1004,bedrooms,0.59310913
avgpool,1005,fountain,0.21530151
avgpool,1006,textile,0.24935913
avgpool,1007,houses,0.3317566
avgpool,1008,hiking,0.23669434
avgpool,1009,habitat,0.22866821
avgpool,1010,attendees,0.23913574
avgpool,1011,bridges,0.5076904
avgpool,1012,puppy,0.23400879
avgpool,1013,street,0.45095825
avgpool,1014,chapel,0.2208252
avgpool,1015,fluorescence,0.18014526
avgpool,1016,coronary,0.31262207
avgpool,1017,golf,0.23965454
avgpool,1018,cabinets,0.524292
avgpool,1019,dog,0.33016968
avgpool,1020,arch,0.43081665
avgpool,1021,closet,0.36080933
avgpool,1022,menu,0.17022705
avgpool,1023,stripes,0.16812134
avgpool,1024,forests,0.3460083
avgpool,1025,inventories,0.28234863
avgpool,1026,metro,0.17370605
avgpool,1027,agriculture,0.29400635
avgpool,1028,coastline,0.39175415
avgpool,1029,textile,0.3298645
avgpool,1030,female,0.39309692
avgpool,1031,snowy,0.31225586
avgpool,1032,lcd,0.17492676
avgpool,1033,swings,0.19921875
avgpool,1034,golf,0.58322144
avgpool,1035,stairs,0.45477295
avgpool,1036,habitat,0.11846924
avgpool,1037,lattice,0.23657227
avgpool,1038,stairs,0.4083557
avgpool,1039,wesleyan,0.25320435
avgpool,1040,lobby,0.39794922
avgpool,1041,newfoundland,0.12289429
avgpool,1042,nursery,0.21047974
avgpool,1043,locker,0.2411499
avgpool,1044,corridor,0.36584473
avgpool,1045,upstairs,0.23150635
avgpool,1046,flooring,0.17385864
avgpool,1047,bedroom,0.15231323
avgpool,1048,pasture,0.2692566
avgpool,1049,interior,0.29193115
avgpool,1050,basement,0.16278076
avgpool,1051,dams,0.2998352
avgpool,1052,hair,0.37786865
avgpool,1053,yellowstone,0.63153076
avgpool,1054,glassware,0.4015503
avgpool,1055,kiosk,0.13858032
avgpool,1056,rides,0.38311768
avgpool,1057,sky,0.15093994
avgpool,1058,partitioning,0.18441772
avgpool,1059,garage,0.1867981
avgpool,1060,railways,0.29177856
avgpool,1061,trains,0.21679688
avgpool,1062,attic,0.27822876
avgpool,1063,street,0.23220825
avgpool,1064,workstations,0.319458
avgpool,1065,corrosion,0.14178467
avgpool,1066,coastline,0.30297852
avgpool,1067,swimming,0.5210571
avgpool,1068,altar,0.270813
avgpool,1069,wetland,0.47503662
avgpool,1070,weave,0.24243164
avgpool,1071,glassware,0.37521362
avgpool,1072,stairs,0.57073975
avgpool,1073,blinds,0.3435974
avgpool,1074,blinds,0.22238159
avgpool,1075,boxing,0.28607178
avgpool,1076,aircraft,0.4519043
avgpool,1077,sauna,0.27218628
avgpool,1078,dial,0.26028442
avgpool,1079,motif,0.2305603
avgpool,1080,transit,0.34451294
avgpool,1081,desks,0.46380615
avgpool,1082,pendants,0.21759033
avgpool,1083,soil,0.20333862
avgpool,1084,garden,0.2010498
avgpool,1085,terminals,0.17919922
avgpool,1086,pediatric,0.20431519
avgpool,1087,kitchens,0.21008301
avgpool,1088,snowy,0.2255249
avgpool,1089,dinner,0.37252808
avgpool,1090,bedrooms,0.40072632
avgpool,1091,sofas,0.393219
avgpool,1092,nursery,0.41305542
avgpool,1093,juvenile,0.39678955
avgpool,1094,deck,0.2652893
avgpool,1095,chef,0.21307373
avgpool,1096,cafeteria,0.26559448
avgpool,1097,aviation,0.2680664
avgpool,1098,putting,0.4065857
avgpool,1099,dotted,0.30166626
avgpool,1100,fruit,0.5033264
avgpool,1101,textile,0.21505737
avgpool,1102,rapids,0.2545166
avgpool,1103,fur,0.15872192
avgpool,1104,makeup,0.18554688
avgpool,1105,blinds,0.2684021
avgpool,1106,organ,0.37475586
avgpool,1107,curtain,0.3625183
avgpool,1108,cabinets,0.27114868
avgpool,1109,bikes,0.21807861
avgpool,1110,masonry,0.25680542
avgpool,1111,musician,0.21658325
avgpool,1112,shops,0.17440796
avgpool,1113,shelves,0.2685547
avgpool,1114,snowy,0.15371704
avgpool,1115,dotted,0.23434448
avgpool,1116,fossil,0.30792236
avgpool,1117,puppy,0.2649536
avgpool,1118,tablet,0.13110352
avgpool,1119,columns,0.28567505
avgpool,1120,golf,0.58914185
avgpool,1121,buildings,0.4166565
avgpool,1122,townhouse,0.401886
avgpool,1123,gardens,0.38775635
avgpool,1124,mating,0.15219116
avgpool,1125,kitchen,0.28082275
avgpool,1126,dining,0.32406616
avgpool,1127,automotive,0.24325562
avgpool,1128,textile,0.21572876
avgpool,1129,boats,0.42074585
avgpool,1130,aluminum,0.13882446
avgpool,1131,nanny,0.22930908
avgpool,1132,bracelet,0.14129639
avgpool,1133,vault,0.16452026
avgpool,1134,lobby,0.43377686
avgpool,1135,canal,0.31628418
avgpool,1136,tent,0.17831421
avgpool,1137,bathroom,0.4786682
avgpool,1138,porch,0.333313
avgpool,1139,auditorium,0.20840454
avgpool,1140,namibia,0.22653198
avgpool,1141,fashion,0.19656372
avgpool,1142,social,0.13363647
avgpool,1143,hockey,0.35742188
avgpool,1144,courts,0.47354126
avgpool,1145,castles,0.2874756
avgpool,1146,dotted,0.27441406
avgpool,1147,bottles,0.22247314
avgpool,1148,auditorium,0.4703369
avgpool,1149,downhill,0.19714355
avgpool,1150,female,0.21762085
avgpool,1151,playground,0.26431274
avgpool,1152,landmarks,0.20657349
avgpool,1153,garden,0.4491577
avgpool,1154,vineyards,0.36465454
avgpool,1155,chapel,0.4282837
avgpool,1156,attendees,0.35409546
avgpool,1157,bed,0.37991333
avgpool,1158,arch,0.24673462
avgpool,1159,mating,0.2793579
avgpool,1160,female,0.14660645
avgpool,1161,lattice,0.21270752
avgpool,1162,workstations,0.5385132
avgpool,1163,female,0.22543335
avgpool,1164,monument,0.35812378
avgpool,1165,descending,0.15042114
avgpool,1166,outerwear,0.22375488
avgpool,1167,structural,0.2916565
avgpool,1168,ranger,0.1925354
avgpool,1169,balcony,0.24612427
avgpool,1170,cockpit,0.49499512
avgpool,1171,grandchildren,0.17324829
avgpool,1172,furnished,0.34179688
avgpool,1173,toddler,0.33432007
avgpool,1174,dots,0.33520508
avgpool,1175,dunes,0.36172485
avgpool,1176,silhouette,0.1590271
avgpool,1177,infants,0.24291992
avgpool,1178,automotive,0.36175537
avgpool,1179,chef,0.540802
avgpool,1180,tower,0.33981323
avgpool,1181,lobby,0.39974976
avgpool,1182,juvenile,0.3317871
avgpool,1183,closet,0.4095459
avgpool,1184,volleyball,0.6843262
avgpool,1185,laboratories,0.35690308
avgpool,1186,infant,0.12860107
avgpool,1187,buildings,0.2571411
avgpool,1188,vendors,0.15423584
avgpool,1189,motorized,0.3093567
avgpool,1190,fossil,0.18859863
avgpool,1191,pavilion,0.39846802
avgpool,1192,textile,0.23492432
avgpool,1193,produce,0.47229004
avgpool,1194,garment,0.32678223
avgpool,1195,ballroom,0.34729004
avgpool,1196,fruits,0.4239502
avgpool,1197,bark,0.16577148
avgpool,1198,lobby,0.2647705
avgpool,1199,rentals,0.1767273
avgpool,1200,bedrooms,0.6279602
avgpool,1201,pink,0.36175537
avgpool,1202,rides,0.32351685
avgpool,1203,landscaping,0.27597046
avgpool,1204,bus,0.31289673
avgpool,1205,airport,0.22613525
avgpool,1206,corridors,0.36364746
avgpool,1207,appliances,0.58566284
avgpool,1208,ordered,0.15536499
avgpool,1209,porch,0.26504517
avgpool,1210,horse,0.44122314
avgpool,1211,yellowstone,0.6649475
avgpool,1212,bedrooms,0.6524353
avgpool,1213,textile,0.21737671
avgpool,1214,yellow,0.2585144
avgpool,1215,paving,0.25787354
avgpool,1216,fountains,0.31826782
avgpool,1217,customizing,0.13113403
avgpool,1218,tunnel,0.36782837
avgpool,1219,infant,0.5008545
avgpool,1220,warehouse,0.30249023
avgpool,1221,beach,0.18395996
avgpool,1222,buses,0.2991333
avgpool,1223,nature,0.21218872
avgpool,1224,marker,0.21426392
avgpool,1225,bookstore,0.4307251
avgpool,1226,locker,0.29083252
avgpool,1227,fundraiser,0.22091675
avgpool,1228,pinball,0.34713745
avgpool,1229,salon,0.32546997
avgpool,1230,juvenile,0.45669556
avgpool,1231,corridor,0.69641113
avgpool,1232,juvenile,0.39492798
avgpool,1233,powerbook,0.30966187
avgpool,1234,crypt,0.18865967
avgpool,1235,loader,0.4755249
avgpool,1236,snowy,0.2338562
avgpool,1237,bookshelf,0.4276123
avgpool,1238,hostel,0.53570557
avgpool,1239,female,0.41464233
avgpool,1240,rides,0.3118286
avgpool,1241,pharmacies,0.44177246
avgpool,1242,juvenile,0.4468994
avgpool,1243,beach,0.2989502
avgpool,1244,racing,0.24414062
avgpool,1245,ordered,0.21765137
avgpool,1246,automotive,0.23995972
avgpool,1247,asphalt,0.28237915
avgpool,1248,alley,0.5159302
avgpool,1249,dotted,0.2441101
avgpool,1250,greenhouse,0.43252563
avgpool,1251,sinks,0.3171997
avgpool,1252,shed,0.24450684
avgpool,1253,dinnerware,0.38095093
avgpool,1254,juvenile,0.24295044
avgpool,1255,gyms,0.34417725
avgpool,1256,musicians,0.35061646
avgpool,1257,mountains,0.4338684
avgpool,1258,bowl,0.22753906
avgpool,1259,wardrobe,0.15707397
avgpool,1260,formulated,0.15991211
avgpool,1261,restaurant,0.26983643
avgpool,1262,grandchildren,0.30319214
avgpool,1263,textile,0.14706421
avgpool,1264,baseball,0.4058838
avgpool,1265,fruits,0.43896484
avgpool,1266,outerwear,0.2190857
avgpool,1267,corridor,0.3894043
avgpool,1268,fruit,0.3454895
avgpool,1269,hoodia,0.2789917
avgpool,1270,juvenile,0.4244995
avgpool,1271,landscaping,0.17788696
avgpool,1272,chromatography,0.23190308
avgpool,1273,aircraft,0.36584473
avgpool,1274,sauna,0.1477356
avgpool,1275,safaris,0.24160767
avgpool,1276,classroom,0.35842896
avgpool,1277,wheat,0.46572876
avgpool,1278,equestrian,0.26785278
avgpool,1279,bureau,0.33776855
avgpool,1280,tractors,0.11520386
avgpool,1281,exhibitions,0.26550293
avgpool,1282,dotted,0.32147217
avgpool,1283,auditorium,0.5966797
avgpool,1284,stairs,0.44992065
avgpool,1285,mating,0.22271729
avgpool,1286,runway,0.15585327
avgpool,1287,glacier,0.2826538
avgpool,1288,antiques,0.17550659
avgpool,1289,bedrooms,0.38415527
avgpool,1290,phonephone,0.28329468
avgpool,1291,farmers,0.16403198
avgpool,1292,noir,0.18374634
avgpool,1293,fruits,0.39190674
avgpool,1294,garment,0.25027466
avgpool,1295,engraved,0.256958
avgpool,1296,yellowstone,0.7383728
avgpool,1297,canyon,0.34606934
avgpool,1298,warehousing,0.37628174
avgpool,1299,highways,0.2598877
avgpool,1300,female,0.3460083
avgpool,1301,sailing,0.22348022
avgpool,1302,cornerstone,0.1670227
avgpool,1303,bedroom,0.39596558
avgpool,1304,dcs,0.16659546
avgpool,1305,pavement,0.27954102
avgpool,1306,bookshop,0.27874756
avgpool,1307,buses,0.31921387
avgpool,1308,tables,0.56607056
avgpool,1309,pour,0.13311768
avgpool,1310,jukebox,0.29974365
avgpool,1311,turf,0.24456787
avgpool,1312,plant,0.17843628
avgpool,1313,locker,0.22653198
avgpool,1314,temple,0.33789062
avgpool,1315,nursery,0.26974487
avgpool,1316,field,0.3401184
avgpool,1317,restaurant,0.27209473
avgpool,1318,sauna,0.22857666
avgpool,1319,flower,0.3215027
avgpool,1320,texture,0.27166748
avgpool,1321,landing,0.24154663
avgpool,1322,championship,0.28573608
avgpool,1323,kitchen,0.27392578
avgpool,1324,menu,0.26953125
avgpool,1325,classrooms,0.33972168
avgpool,1326,underwater,0.5430298
avgpool,1327,glassware,0.29882812
avgpool,1328,flooring,0.2954712
avgpool,1329,coastline,0.37609863
avgpool,1330,flower,0.14987183
avgpool,1331,castle,0.19631958
avgpool,1332,grid,0.26968384
avgpool,1333,cone,0.14849854
avgpool,1334,jacuzzi,0.5265198
avgpool,1335,hostels,0.21536255
avgpool,1336,figurine,0.14984131
avgpool,1337,duck,0.18753052
avgpool,1338,snorkeling,0.36660767
avgpool,1339,social,0.14663696
avgpool,1340,airborne,0.09890747
avgpool,1341,checker,0.3729248
avgpool,1342,kitchen,0.4663086
avgpool,1343,cottages,0.4263916
avgpool,1344,firefighters,0.24423218
avgpool,1345,snowboarding,0.37457275
avgpool,1346,pallet,0.22906494
avgpool,1347,juvenile,0.14920044
avgpool,1348,apc,0.11199951
avgpool,1349,trains,0.3678589
avgpool,1350,juvenile,0.34100342
avgpool,1351,forestry,0.3043213
avgpool,1352,equipment,0.2050476
avgpool,1353,musician,0.26956177
avgpool,1354,toilet,0.50302124
avgpool,1355,vaults,0.4305725
avgpool,1356,pouch,0.22714233
avgpool,1357,plants,0.4069519
avgpool,1358,kitchen,0.5632324
avgpool,1359,ducks,0.32809448
avgpool,1360,volleyball,0.17544556
avgpool,1361,lattice,0.22717285
avgpool,1362,tournament,0.21047974
avgpool,1363,workstations,0.37002563
avgpool,1364,bathroom,0.2513733
avgpool,1365,bookshelf,0.25543213
avgpool,1366,weights,0.15368652
avgpool,1367,musicians,0.3197937
avgpool,1368,trekking,0.31088257
avgpool,1369,classroom,0.3517151
avgpool,1370,rockies,0.506897
avgpool,1371,horticulture,0.41964722
avgpool,1372,lobby,0.5210266
avgpool,1373,shelving,0.28112793
avgpool,1374,diameter,0.20394897
avgpool,1375,railways,0.18096924
avgpool,1376,pathway,0.23181152
avgpool,1377,bike,0.25561523
avgpool,1378,industry,0.2644043
avgpool,1379,drought,0.1892395
avgpool,1380,infant,0.30975342
avgpool,1381,soaring,0.16131592
avgpool,1382,billiard,0.16131592
avgpool,1383,dams,0.48736572
avgpool,1384,textile,0.23770142
avgpool,1385,gallery,0.39431763
avgpool,1386,closet,0.38833618
avgpool,1387,hinges,0.11212158
avgpool,1388,infant,0.21029663
avgpool,1389,habit,0.3574524
avgpool,1390,birding,0.24822998
avgpool,1391,mountain,0.331604
avgpool,1392,cheyenne,0.21005249
avgpool,1393,mating,0.35159302
avgpool,1394,closet,0.39968872
avgpool,1395,field,0.26278687
avgpool,1396,fruits,0.34484863
avgpool,1397,alley,0.48431396
avgpool,1398,bathing,0.1701355
avgpool,1399,terminals,0.25967407
avgpool,1400,driveway,0.31149292
avgpool,1401,interiors,0.4069519
avgpool,1402,fostering,0.32769775
avgpool,1403,hostel,0.33065796
avgpool,1404,dome,0.3239441
avgpool,1405,bathroom,0.24420166
avgpool,1406,plant,0.19119263
avgpool,1407,canal,0.17993164
avgpool,1408,furnished,0.36343384
avgpool,1409,vaults,0.19573975
avgpool,1410,snowboarding,0.4762268
avgpool,1411,weaving,0.23080444
avgpool,1412,workstations,0.67767334
avgpool,1413,prison,0.27963257
avgpool,1414,aquarium,0.48812866
avgpool,1415,drawers,0.18374634
avgpool,1416,nudists,0.21887207
avgpool,1417,checker,0.4232788
avgpool,1418,wheat,0.18182373
avgpool,1419,instruments,0.36001587
avgpool,1420,tower,0.260437
avgpool,1421,warehousing,0.22268677
avgpool,1422,offshore,0.23394775
avgpool,1423,bedrooms,0.3491516
avgpool,1424,drinking,0.18118286
avgpool,1425,road,0.24581909
avgpool,1426,rapids,0.32928467
avgpool,1427,web,0.21395874
avgpool,1428,aquarium,0.45635986
avgpool,1429,lobby,0.13323975
avgpool,1430,locker,0.17010498
avgpool,1431,meat,0.3866272
avgpool,1432,road,0.32315063
avgpool,1433,cabinet,0.17755127
avgpool,1434,phonephone,0.41921997
avgpool,1435,organ,0.21755981
avgpool,1436,fibers,0.12637329
avgpool,1437,pizza,0.5215454
avgpool,1438,infants,0.25073242
avgpool,1439,juvenile,0.3788147
avgpool,1440,workstation,0.3928833
avgpool,1441,female,0.45599365
avgpool,1442,classroom,0.7918701
avgpool,1443,checker,0.32824707
avgpool,1444,comforter,0.28131104
avgpool,1445,sunset,0.2692871
avgpool,1446,costume,0.21020508
avgpool,1447,bed,0.22140503
avgpool,1448,flower,0.23464966
avgpool,1449,mosque,0.25442505
avgpool,1450,juvenile,0.15237427
avgpool,1451,pattern,0.18948364
avgpool,1452,accessory,0.14572144
avgpool,1453,veterinary,0.31143188
avgpool,1454,yogurt,0.23294067
avgpool,1455,juvenile,0.34246826
avgpool,1456,bookshop,0.3222046
avgpool,1457,dotted,0.15655518
avgpool,1458,pendants,0.27856445
avgpool,1459,dotted,0.41384888
avgpool,1460,buses,0.54592896
avgpool,1461,branches,0.2859497
avgpool,1462,curtain,0.26654053
avgpool,1463,signage,0.22201538
avgpool,1464,railways,0.4661255
avgpool,1465,barrel,0.17559814
avgpool,1466,dining,0.25213623
avgpool,1467,wetland,0.29031372
avgpool,1468,conservatory,0.21496582
avgpool,1469,harbour,0.33413696
avgpool,1470,furnished,0.25454712
avgpool,1471,curtains,0.19622803
avgpool,1472,lobby,0.2902832
avgpool,1473,mating,0.39852905
avgpool,1474,subwoofer,0.13931274
avgpool,1475,equestrian,0.3821411
avgpool,1476,cottage,0.3587036
avgpool,1477,volleyball,0.2680664
avgpool,1478,texture,0.30981445
avgpool,1479,fossil,0.20422363
avgpool,1480,reception,0.43774414
avgpool,1481,stores,0.31030273
avgpool,1482,kitchen,0.5569763
avgpool,1483,volleyball,0.4166565
avgpool,1484,runway,0.26715088
avgpool,1485,kitchen,0.2177124
avgpool,1486,temple,0.33050537
avgpool,1487,stairs,0.53652954
avgpool,1488,weighing,0.09921265
avgpool,1489,temple,0.44787598
avgpool,1490,mosque,0.48342896
avgpool,1491,vegetable,0.26400757
avgpool,1492,juvenile,0.25167847
avgpool,1493,fountains,0.6001587
avgpool,1494,svalbard,0.12371826
avgpool,1495,handful,0.1817627
avgpool,1496,pizza,0.17962646
avgpool,1497,hay,0.29455566
avgpool,1498,dyes,0.12615967
avgpool,1499,dunes,0.35733032
avgpool,1500,fasteners,0.18487549
avgpool,1501,interiors,0.39337158
avgpool,1502,sidewalk,0.26339722
avgpool,1503,sauna,0.46829224
avgpool,1504,lattice,0.27444458
avgpool,1505,bakery,0.27407837
avgpool,1506,trekking,0.23583984
avgpool,1507,village,0.3650818
avgpool,1508,textile,0.16690063
avgpool,1509,attendees,0.13388062
avgpool,1510,sauna,0.25448608
avgpool,1511,gardens,0.25665283
avgpool,1512,wavelength,0.169281
avgpool,1513,housewife,0.11425781
avgpool,1514,pizza,0.36517334
avgpool,1515,bedroom,0.21054077
avgpool,1516,yellowstone,0.35598755
avgpool,1517,buttons,0.1729126
avgpool,1518,corridors,0.20761108
avgpool,1519,depot,0.31765747
avgpool,1520,buses,0.52911377
avgpool,1521,shelving,0.56933594
avgpool,1522,nursery,0.6035156
avgpool,1523,cottages,0.33514404
avgpool,1524,exhibits,0.30151367
avgpool,1525,beverages,0.3687744
avgpool,1526,blinds,0.16351318
avgpool,1527,sailing,0.22317505
avgpool,1528,elevator,0.34365845
avgpool,1529,tableware,0.1932373
avgpool,1530,fireplaces,0.30514526
avgpool,1531,franchising,0.2647705
avgpool,1532,volleyball,0.25167847
avgpool,1533,puppy,0.13616943
avgpool,1534,female,0.28295898
avgpool,1535,signage,0.26583862
avgpool,1536,garage,0.43704224
avgpool,1537,horse,0.5027771
avgpool,1538,label,0.15914917
avgpool,1539,tables,0.39224243
avgpool,1540,cottages,0.4871521
avgpool,1541,juvenile,0.5058899
avgpool,1542,rows,0.15756226
avgpool,1543,bridging,0.29162598
avgpool,1544,nursery,0.1486206
avgpool,1545,closet,0.45333862
avgpool,1546,plaza,0.30426025
avgpool,1547,tackling,0.4654541
avgpool,1548,gardens,0.39492798
avgpool,1549,stadium,0.26953125
avgpool,1550,lobby,0.17114258
avgpool,1551,birds,0.14950562
avgpool,1552,scarves,0.21313477
avgpool,1553,produce,0.24719238
avgpool,1554,compaq,0.41281128
avgpool,1555,hedge,0.41436768
avgpool,1556,clutter,0.32232666
avgpool,1557,station,0.23052979
avgpool,1558,steering,0.26461792
avgpool,1559,aircraft,0.3017578
avgpool,1560,parking,0.14929199
avgpool,1561,geology,0.3479004
avgpool,1562,orchard,0.2579956
avgpool,1563,aa,0.2298584
avgpool,1564,volcanic,0.16821289
avgpool,1565,engine,0.19680786
avgpool,1566,trekking,0.20812988
avgpool,1567,bookmarks,0.26956177
avgpool,1568,namibia,0.4328003
avgpool,1569,sedan,0.39035034
avgpool,1570,telescope,0.20266724
avgpool,1571,waveform,0.12612915
avgpool,1572,scooters,0.12826538
avgpool,1573,window,0.26794434
avgpool,1574,classrooms,0.44802856
avgpool,1575,habitat,0.25134277
avgpool,1576,stairs,0.47027588
avgpool,1577,offshore,0.40020752
avgpool,1578,table,0.2246399
avgpool,1579,golfing,0.35546875
avgpool,1580,portraits,0.1307373
avgpool,1581,workforce,0.38650513
avgpool,1582,bedrooms,0.35784912
avgpool,1583,sailing,0.2515564
avgpool,1584,laboratories,0.3146057
avgpool,1585,wetland,0.16159058
avgpool,1586,wildlife,0.3708191
avgpool,1587,washers,0.5748596
avgpool,1588,cockpit,0.29074097
avgpool,1589,playground,0.17138672
avgpool,1590,grass,0.19143677
avgpool,1591,locker,0.40924072
avgpool,1592,musician,0.36291504
avgpool,1593,offshore,0.30725098
avgpool,1594,bedrooms,0.38815308
avgpool,1595,lobby,0.26904297
avgpool,1596,equipment,0.27322388
avgpool,1597,stair,0.22338867
avgpool,1598,airport,0.48913574
avgpool,1599,aircraft,0.37405396
avgpool,1600,bottles,0.18661499
avgpool,1601,carrier,0.34780884
avgpool,1602,whirlpool,0.18740845
avgpool,1603,classroom,0.571228
avgpool,1604,trains,0.29492188
avgpool,1605,kitchen,0.5109253
avgpool,1606,attic,0.30255127
avgpool,1607,cathedral,0.36987305
avgpool,1608,dams,0.23300171
avgpool,1609,bedrooms,0.25863647
avgpool,1610,keyboard,0.11746216
avgpool,1611,petrol,0.22976685
avgpool,1612,obstetrics,0.26535034
