layer,unit,description,similarity
heads,937,broccoli,0.8182373
heads,938,broccoli,0.5515747
heads,939,cucumber,0.6159363
heads,940,squash,0.56192017
heads,941,squash,0.5626831
heads,942,squash,0.5458374
heads,943,cucumber,0.6348877
heads,944,thistle,0.5255432
heads,945,peppers,0.6182556
heads,946,thistle,0.95578
heads,947,fungi,0.7758484
heads,948,apples,0.5386658
heads,949,strawberry,0.5299988
heads,950,citrus,0.5388489
heads,951,lemon,0.61538696
heads,952,figs,0.99346924
heads,953,pineapple,0.6533203
heads,954,bananas,0.56170654
heads,955,fruit,0.5965576
heads,956,fruit,0.5878906
heads,957,fruits,0.57836914
heads,958,hay,0.6694031
heads,959,pasta,0.585083
heads,960,desserts,0.5108032
heads,961,dough,0.5939636
heads,962,meat,0.4239502
heads,963,pizza,0.7062683
heads,964,pie,0.51052856
heads,965,wraps,0.5324402
heads,966,wine,0.6360779
heads,967,coffee,0.59375
heads,968,tableware,0.4414673
heads,969,recipe,0.33618164
heads,970,alps,0.5684204
heads,971,bubbles,0.63308716
heads,972,cliffs,0.4831543
heads,973,reef,0.6003113
heads,974,yellowstone,0.72979736
heads,975,lake,0.3788147
heads,976,coastline,0.55352783
heads,977,beach,0.40875244
heads,978,beach,0.4312744
heads,979,streams,0.3753357
heads,980,volcano,0.49957275
heads,981,baseball,0.6056824
heads,982,wedding,0.5187073
heads,983,diving,0.6871338
heads,984,fields,0.55126953
heads,985,flower,0.55023193
heads,986,orchid,0.5692749
heads,987,maize,0.6971741
heads,988,acorn,0.7521057
heads,989,fruit,0.52789307
heads,990,chestnut,0.58200073
heads,991,fungi,0.7462158
heads,992,fungi,0.77142334
heads,993,fungi,0.7072449
heads,994,fungi,0.63323975
heads,995,fungi,0.5140991
heads,996,fungi,0.4923401
heads,997,fungi,0.7459717
heads,998,corn,0.71954346
heads,999,toilet,0.4161377
